time,open,high,low,close,Basis,Upper,Lower,Volume,Volume MA,Plot,Plot,Range High Percentile,Range High Percentile,Williams Vix Fix,Upper Band,RSI,Aroon Up,Aroon Down
1584466200,178.01,181.04,177.6,180.4,175.6939999999991,181.8821221707329,169.5058778292653,684187,502140.35,4.741567857143307,0,NaN,NaN,1.932633903920486,NaN,56.72120240295788,78.57142857142857,50
1584468000,180.36,182.71,179.44,181.91,176.2214999999991,182.63639290635143,169.8066070936468,665661,535283.5,5.232185714286164,0,NaN,NaN,1.3578143037765922,NaN,59.38523795203201,71.42857142857143,42.857142857142854
1584469800,181.99,183.06,179.09,180.84,176.7049999999991,182.98021633092762,170.4297836690706,996982,584211.6,5.3160071428575915,0,NaN,NaN,1.5502171403441225,NaN,56.72084055165291,64.28571428571429,35.714285714285715
1584471600,180.83,180.84,177.86,179.14,177.0234999999991,183.11132153154148,170.93567846845673,1454953,654632.25,5.084989285714732,0,NaN,NaN,2.2263756802814485,NaN,52.67702302104746,57.142857142857146,28.571428571428573
1584473400,179.12,183.26,178.81,182.01,177.45199999999912,183.67549290993097,171.22850709006727,2283049,768229.5,5.3291928571432985,0,NaN,NaN,1.7581451568595072,NaN,58.107110958064915,50,21.428571428571427
1584475200,182.03,182.42,180.55,180.6,177.7439999999991,183.98286335801242,171.50513664198576,183854,777046.3,5.299457142857584,0,NaN,NaN,0.8021537278171417,NaN,54.7813615177721,42.857142857142854,14.285714285714286
1584477000,180.7,180.98,180,180.01,178.0019999999991,184.16714914661213,171.83685085338607,79353,780865.7,5.07609642857187,0,NaN,NaN,1.1043349266523768,NaN,53.40398865925945,35.714285714285715,7.142857142857143
1584478800,180.5,180.5,179.75,179.75,178.20199999999912,184.3213025746354,172.08269742536282,500,779438.1,4.817835714286157,0,NaN,NaN,1.2416900170320262,NaN,52.77426943943923,28.571428571428573,0
1584480600,179.57,179.57,179.25,179.33,178.4859999999991,184.25085698000782,172.7211430199904,8508,779104.95,4.2201071428575885,0,NaN,NaN,1.5164001977913253,NaN,51.71345976045628,21.428571428571427,0
1584482400,179.66,180.4,179.42,180.05,178.7279999999991,184.3264019148273,173.1295980851709,19561,778618.5,3.849582142857597,0,NaN,NaN,1.4229987363331704,NaN,53.44122479233486,14.285714285714286,0
