time,open,high,low,close,Basis,Upper,Lower,Volume,Volume MA,Plot,Plot,Range High Percentile,Range High Percentile,Williams Vix Fix,Upper Band,RSI,Aroon Up,Aroon Down
1242739800,34.14,34.74001,33.95,34.39999,33.98149999999991,35.26858108529167,32.69441891470815,129086368,144307196.8,-0.004539739285669864,0,NaN,NaN,3.138373751783151,NaN,59.57219841193337,35.714285714285715,71.42857142857143
1242826200,34.53999,35.03999,34.17999,34.28,34.05600049999991,35.2257259618473,32.88627503815252,131873680,142648856,-0.10660181428566795,0,NaN,NaN,2.4821968616262504,NaN,58.21837903718135,28.571428571428573,64.28571428571429
1242912600,34.02,34.25999,33.31,33.64999,34.08299999999991,35.18723153374452,32.9787684662553,139253120,140519071.2,-0.31397552857138167,0,NaN,NaN,4.964336661911541,NaN,51.58915650414028,21.428571428571427,57.142857142857146
1242999000,33.78,33.97,33.32001,33.53999,34.07549949999991,35.192273614194235,32.95872538580558,83520320,137636590.4,-0.4736630642856672,0,NaN,NaN,4.935777460770311,NaN,50.507746443228655,14.285714285714286,50
1243344600,33.19,34.83,33.17999,34.78999,34.128498999999906,35.274873279261314,32.9821247207385,144857120,138841993.6,-0.37997557857138076,0,NaN,NaN,5.335263908701856,NaN,60.61188303856434,7.142857142857143,42.857142857142854
1243431000,34.67999,35.19,34.42999,34.55,34.181998999999905,35.30188623367725,33.06211176632256,121393120,139463252.8,-0.35935724999995244,0,NaN,NaN,1.7689300998573485,NaN,58.156994652861066,0,35.714285714285715
1243517400,34.77,35.07001,34.21001,34.95,34.232498999999905,35.394479559283624,33.070518440716185,118931248,138339136.8,-0.2280135892856654,0,NaN,NaN,2.3965477888730393,NaN,60.99276264744342,0,28.571428571428573
1243603800,34.98,35.5,34.75999,35.38,34.287498999999904,35.552804994671945,33.022193005327864,111535632,136709900,-0.040734617857093314,0,NaN,NaN,1.7524307518371978,NaN,63.83056836063943,100,21.428571428571427
1243863000,35.73,36.5,35.61,36.39,34.388498999999904,35.95148846514433,32.82550953485548,119192192,137663909.6,0.2837407821429071,0,NaN,NaN,2.1434460016488077,NaN,69.45211933124634,100,14.285714285714286
1243949400,36.19,36.78999,36.11,36.44,34.4579989999999,36.24064580297372,32.675352197026086,126858560,138040972,0.64725930000005,0,NaN,NaN,0.9055982436882501,NaN,69.70316059193601,100,7.142857142857143
1244035800,36.28,36.37,35.92999,36.33,34.52349899999991,36.47244157179445,32.57455642820537,93329680,137025549.6,0.976456342857193,0,NaN,NaN,1.3995883644346905,NaN,68.37194221908973,92.85714285714286,0
1244122200,36.39999,36.78999,36.34,36.74001,34.60899949999991,36.77704270901933,32.440956290980495,89280560,132547552.8,1.3552765785714782,0,NaN,NaN,1.0887585496029932,NaN,70.6239827084161,85.71428571428571,0
1244208600,36.96001,37.08,36.42,36.78,34.73749899999991,37.092318097117904,32.38267990288191,121963056,127821474.4,1.6138846142857646,0,NaN,NaN,0.978792822185969,NaN,70.84205586439991,100,42.857142857142854
1244467800,36.53,36.95,36.12,36.67,34.8594989999999,37.34566833376516,32.37332966623464,89194128,123105815.2,1.8214917785714786,0,NaN,NaN,1.794453507340956,NaN,69.31772391623456,92.85714285714286,35.714285714285715
1244554200,36.84,37.17,36.67,36.95,34.989498499999904,37.623043934225564,32.355953065774244,109187744,121426408.8,2.057449950000052,0,NaN,NaN,0.7577807848443873,NaN,71.02670150016196,100,28.571428571428573
1244640600,37.17,37.17999,36.28999,36.82001,35.13399949999991,37.83542175802201,32.43257724197781,133404624,120704533.6,2.192476378571482,0,NaN,NaN,1.7862246278755065,NaN,69.1023767157912,100,21.428571428571427
1244727000,36.75999,37.23,36.75,36.82001,35.32399999999991,37.93704591619746,32.71095408380236,147909744,119322611.2,2.1832715142857664,0,NaN,NaN,0.5412719891745679,NaN,69.1023767157912,100,14.285714285714286
1244813400,36.67,36.71899,36.2,36.64999,35.48699949999991,38.00201685743024,32.97198214256958,109452432,117794151.2,2.1264347500000516,0,NaN,NaN,2.0297699594046006,NaN,66.37454412921944,92.85714285714286,7.142857142857143
1245072600,36.28,36.33,35.58,35.89999,35.61349899999991,37.93709076022641,33.28990723977341,112152880,117335479.2,1.8926945607143373,0,NaN,NaN,3.70771312584575,NaN,55.89294275537573,85.71428571428571,0
1245159000,36.06,36.19,35.52,35.55,35.678998499999906,37.916280321355465,33.44171667864435,110550192,117146320,1.6569645142857639,0,NaN,NaN,3.8700947225981044,NaN,51.78338069304418,78.57142857142857,7.142857142857143
1245245400,35.67,36.21001,35.45,35.88901,35.75344949999991,37.913288975511385,33.593610024488434,153421744,118363088.8,1.4859532785714786,0,NaN,NaN,4.059539918809201,NaN,55.21803674921048,71.42857142857143,0
1245331800,35.83,36.06,35.57001,35.82001,35.830449999999914,37.88175827185898,33.77914172814085,126266688,118082739.2,1.2777098964286218,0,NaN,NaN,3.734749661705005,NaN,54.369129693660945,64.28571428571429,0
1245418200,36.03999,36.36,35.9101,36.16,35.95595049999991,37.74918880049911,34.1627121995007,122050128,117222589.6,1.0447416321429048,0,NaN,NaN,2.8143437077131335,NaN,57.81089483654105,57.142857142857146,85.71428571428571
1245677400,35.8,35.89,35.02,35.08,36.03295099999991,37.508780299937136,34.55712170006269,137714816,119932314.4,0.5784834928571898,0,NaN,NaN,5.223274695534505,NaN,45.95362830172109,50,100
1245763800,35.2,35.25999,34.77,35,36.04345149999991,37.48637846444698,34.60052453555284,114903008,118434608.8,0.17043812857147467,0,NaN,NaN,5.899864682002705,NaN,45.213857197195374,42.857142857142854,100
1245850200,35.3,35.87,35.28,35.59,36.09545149999992,37.386290917095664,34.80461208290417,103314560,117530680.8,-0.13764600357138335,0,NaN,NaN,4.5196211096075825,NaN,51.42456329839782,35.714285714285715,92.85714285714286
1245936600,35.38,36.36,35.28,36.28999,36.16245099999991,37.34290340757655,34.981998592423274,112538128,117211024.8,-0.29998849999995425,0,NaN,NaN,4.5196211096075825,NaN,57.57018593233774,28.571428571428573,85.71428571428571
1246023000,36.13,36.5,36.05,36.37,36.211950999999914,37.33882113029619,35.08508086970364,87677312,116018108.8,-0.40846201785709857,0,NaN,NaN,2.435723951285536,NaN,58.2208338755245,21.428571428571427,78.57142857142857
1246282200,36.44,36.75,36.12,36.45,36.214950999999914,37.34401852081215,35.08588347918768,93817568,114749377.6,-0.41916091428567004,0,NaN,NaN,2.246278755074439,NaN,58.89949425943337,14.285714285714286,71.42857142857143
1246368600,36.55,36.73,36.11,36.38,36.21195099999992,37.33892761491003,35.084974385089815,97843008,113298600,-0.42704565357138446,0,NaN,NaN,2.273342354533162,NaN,58.01152133824957,7.142857142857143,64.28571428571429
1246455000,36.53999,36.84,36.39,36.39999,36.21545049999992,37.34430475293862,35.086596247061216,85975872,112930909.6,-0.42439683214281376,0,NaN,NaN,1.5155615696887745,NaN,58.205301267469196,0,57.142857142857146
1246541400,36.09,36.10001,35.5,35.60001,36.158450499999915,37.290721135659055,35.026179864340776,113309744,114132368.8,-0.5091756678571018,0,NaN,NaN,3.9242219215155685,NaN,48.549015685746845,92.85714285714286,50
1246887000,35.38,35.53999,35.03999,35.41,36.089950499999915,37.229265498750294,34.950635501249536,107632496,113415840.8,-0.5971686499999596,0,NaN,NaN,5.169174560216508,NaN,46.572679610981616,85.71428571428571,42.857142857142854
