time,open,high,low,close,Basis,Upper,Lower,Volume,Volume MA,Plot,Plot,Range High Percentile,Range High Percentile,Williams Vix Fix,Upper Band,RSI,Aroon Up,Aroon Down
1596041400,259.09,259.29,259.09,259.23,259.1144999999998,259.7626504444508,258.4663495555488,25000,22639.45,-0.13948214285699043,0,NaN,NaN,0.16184347423991982,NaN,53.74453477608726,7.142857142857143,35.714285714285715
1596041700,259.23,259.25,259.06,259.22,259.1104999999998,259.754999029136,258.46600097086355,15443,23019.6,-0.06437499999984603,0,NaN,NaN,0.17340372239990315,NaN,53.501189809311064,0,28.571428571428573
1596042000,259.22,259.33,258.765,258.79,259.0814999999998,259.7288723802031,258.43412761979647,40586,24460.4,-0.060217857142700795,0,NaN,NaN,0.287079495973182,NaN,44.2278349470429,0,21.428571428571427
1596042300,258.775,259.02,258.775,259.01,259.0564999999998,259.6736636724888,258.43933632751083,14163,24106.8,0.007139285714436047,0,NaN,NaN,0.2832260799198542,NaN,49.08985434279872,57.142857142857146,14.285714285714286
1596042600,259.01,259.32,258.99,259.25,259.0549999999998,259.6701260021766,258.439873997823,10625,24336.25,0.09571071428585792,0,NaN,NaN,0.20037763477321946,NaN,53.81952423488501,50,7.142857142857143
1596042900,259.22,259.37,259.15,259.28,259.0519999999998,259.6621016297737,258.4418983702259,9401,24040.75,0.18330714285726718,0,NaN,NaN,0.11947891775225555,NaN,54.389927430837496,42.857142857142854,0
1596043200,259.28,259.37,259.22,259.36,259.04699999999974,259.6451671996587,258.44883280034077,8185,24108.15,0.28910714285726974,0,NaN,NaN,0.09249980729204975,NaN,55.95235417787649,35.714285714285715,0
1596043500,259.37,259.38,259.2,259.27,259.04499999999973,259.63989494767117,258.4501050523283,16223,24066.3,0.3599428571429753,0,NaN,NaN,0.10020812456640366,NaN,53.72271759652386,28.571428571428573,0
1596043800,259.18,259.24,259.1,259.135,259.03274999999974,259.6093562336813,258.4561437663182,4237,23307.1,0.4120946428572625,0,NaN,NaN,0.10794972627032644,NaN,50.47366669677156,21.428571428571427,0
1596044100,259.13,259.28,259.12,259.25,259.03174999999976,259.60677412879807,258.45672587120146,10127,23546.15,0.4697732142858351,0,NaN,NaN,0.10023903153673795,NaN,53.077018703754035,14.285714285714286,50
1596044400,259.25,259.32,259.15,259.2,259.0512499999997,259.6213015316247,258.4811984683747,6277,21799.4,0.46877857142869417,0,NaN,NaN,0.08096853793955752,NaN,51.80204716930789,7.142857142857143,42.857142857142854
1596044700,259.15,259.27,259.12,259.21,259.1007499999997,259.5273678016817,258.67413219831775,4330,17401.85,0.4115464285715583,0,NaN,NaN,0.09253547193091034,NaN,52.05012964321395,0,35.714285714285715
1596045000,259.24,259.24,259.09,259.09,259.1277499999997,259.4719080287404,258.783591971259,3391,15388.65,0.3344517857144021,0,NaN,NaN,0.1041024059222851,NaN,48.80383895135282,64.28571428571429,28.571428571428573
1596045300,259.08,259.15,258.9,258.94,259.1382499999997,259.4438849929033,258.8326150070961,12770,14984.65,0.2283482142858369,0,NaN,NaN,0.17735965453425215,NaN,45.02375054582446,57.142857142857146,21.428571428571427
1596045600,259.12,259.48,258.62,258.83,259.1362499999997,259.4493134902997,258.82318650969967,58468,16774.3,0.11800000000011843,0,NaN,NaN,0.2853177051202996,NaN,42.428429786905085,100,100
